laureate_id,year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,decade,female_winner
550,1988,Peace,The Nobel Peace Prize 1988,No Motivation,1/1,Organization,United Nations Peacekeeping Forces,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1980,False
551,1989,Peace,The Nobel Peace Prize 1989,No Motivation,1/1,Organization,The 14th Dalai Lama (Tenzin Gyatso),1935-07-06,Taktser,Tibet (People's Republic of China),Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1980,False
552,1990,Peace,The Nobel Peace Prize 1990,"""for his leading role in the peace process which today characterizes important parts of the international community""",1/1,Individual,Mikhail Sergeyevich Gorbachev,1931-03-02,Privolnoye,Union of Soviet Socialist Republics (Russia),Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,False
553,1991,Peace,The Nobel Peace Prize 1991,"""for her non-violent struggle for democracy and human rights""",1/1,Organization,Aung San Suu Kyi,1945-06-19,Rangoon (Yangon),Burma (Myanmar),Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,True
554,1992,Peace,The Nobel Peace Prize 1992,"""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",1/1,Individual,Rigoberta Menchú Tum,1959-01-09,Aldea Chimel,Guatemala,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,True
555,1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",1/2,Individual,Nelson Mandela,1918-07-18,Qunu,South Africa,Male,UNKOWN,UNKOWN,UNKOWN,2013-12-05,Johannesburg,South Africa,1990,False
556,1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",1/2,Individual,Frederik Willem de Klerk,1936-03-18,Johannesburg,South Africa,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,False
557,1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",1/3,Individual,Yasser Arafat,1929-08-24,Cairo,Egypt,Male,UNKOWN,UNKOWN,UNKOWN,2004-11-11,UNKOWN,UNKOWN,1990,False
558,1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",1/3,Individual,Shimon Peres,1923-08-16,Vishneva,Poland (Belarus),Male,UNKOWN,UNKOWN,UNKOWN,2016-09-28,Tel Aviv,Israel,1990,False
559,1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",1/3,Individual,Yitzhak Rabin,1922-03-01,Jerusalem,British Mandate of Palestine (Israel),Male,UNKOWN,UNKOWN,UNKOWN,1995-11-04,Tel Aviv,Israel,1990,False
560,1995,Peace,The Nobel Peace Prize 1995,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",1/2,Individual,Joseph Rotblat,1908-11-04,Warsaw,Russian Empire (Poland),Male,UNKOWN,UNKOWN,UNKOWN,2005-08-31,London,United Kingdom,1990,False
561,1995,Peace,The Nobel Peace Prize 1995,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",1/2,Organization,Pugwash Conferences on Science and World Affairs,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,False
562,1996,Peace,The Nobel Peace Prize 1996,"""for their work towards a just and peaceful solution to the conflict in East Timor""",1/2,Individual,Carlos Filipe Ximenes Belo,1948-02-03,Wailacama,East Timor,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,False
563,1996,Peace,The Nobel Peace Prize 1996,"""for their work towards a just and peaceful solution to the conflict in East Timor""",1/2,Individual,José Ramos-Horta,1949-12-26,Dili,East Timor,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,False
564,1997,Peace,The Nobel Peace Prize 1997,"""for their work for the banning and clearing of anti-personnel mines""",1/2,Organization,International Campaign to Ban Landmines (ICBL),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,False
565,1997,Peace,The Nobel Peace Prize 1997,"""for their work for the banning and clearing of anti-personnel mines""",1/2,Individual,Jody Williams,1950-10-09,"Putney, VT",United States of America,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,True
566,1998,Peace,The Nobel Peace Prize 1998,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",1/2,Individual,John Hume,1937-01-18,Londonderry,Northern Ireland,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,False
567,1998,Peace,The Nobel Peace Prize 1998,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",1/2,Individual,David Trimble,1944-10-15,Belfast,Northern Ireland,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,False
568,1999,Peace,The Nobel Peace Prize 1999,"""in recognition of the organization's pioneering humanitarian work on several continents""",1/1,Organization,Médecins Sans Frontières,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1990,False
569,1901,Literature,The Nobel Prize in Literature 1901,"""in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect""",1/1,Individual,Sully Prudhomme,1839-03-16,Paris,France,Male,UNKOWN,UNKOWN,UNKOWN,1907-09-07,Châtenay,France,1900,False
571,1902,Literature,The Nobel Prize in Literature 1902,"""the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>""",1/1,Individual,Christian Matthias Theodor Mommsen,1817-11-30,Garding,Schleswig (Germany),Male,UNKOWN,UNKOWN,UNKOWN,1903-11-01,Charlottenburg,Germany,1900,False
572,1903,Literature,The Nobel Prize in Literature 1903,"""as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",1/1,Individual,Bjørnstjerne Martinus Bjørnson,1832-12-08,Kvikne,Norway,Male,UNKOWN,UNKOWN,UNKOWN,1910-04-26,Paris,France,1900,False
573,1904,Literature,The Nobel Prize in Literature 1904,"""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist""",1/2,Individual,Frédéric Mistral,1830-09-08,Maillane,France,Male,UNKOWN,UNKOWN,UNKOWN,1914-03-25,Maillane,France,1900,False
574,1904,Literature,The Nobel Prize in Literature 1904,"""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama""",1/2,Individual,José Echegaray y Eizaguirre,1832-04-19,Madrid,Spain,Male,UNKOWN,UNKOWN,UNKOWN,1916-09-04,Madrid,Spain,1900,False
575,1905,Literature,The Nobel Prize in Literature 1905,"""because of his outstanding merits as an epic writer""",1/1,Individual,Henryk Sienkiewicz,1846-05-05,Wola Okrzejska,Poland,Male,UNKOWN,UNKOWN,UNKOWN,1916-11-15,Vevey,Switzerland,1900,False
576,1906,Literature,The Nobel Prize in Literature 1906,"""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces""",1/1,Individual,Giosuè Carducci,1835-07-27,Val di Castello,Tuscany (Italy),Male,UNKOWN,UNKOWN,UNKOWN,1907-02-16,Bologna,Italy,1900,False
577,1907,Literature,The Nobel Prize in Literature 1907,"""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",1/1,Individual,Rudyard Kipling,1865-12-30,Bombay,British India (India),Male,UNKOWN,UNKOWN,UNKOWN,1936-01-18,London,United Kingdom,1900,False
578,1908,Literature,The Nobel Prize in Literature 1908,"""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",1/1,Individual,Rudolf Christoph Eucken,1846-01-05,Aurich,East Friesland (Germany),Male,UNKOWN,UNKOWN,UNKOWN,1926-09-14,Jena,Germany,1900,False
579,1909,Literature,The Nobel Prize in Literature 1909,"""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""",1/1,Individual,Selma Ottilia Lovisa Lagerlöf,1858-11-20,Mårbacka,Sweden,Female,UNKOWN,UNKOWN,UNKOWN,1940-03-16,Mårbacka,Sweden,1900,True
580,1910,Literature,The Nobel Prize in Literature 1910,"""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories""",1/1,Individual,Paul Johann Ludwig Heyse,1830-03-15,Berlin,Prussia (Germany),Male,UNKOWN,UNKOWN,UNKOWN,1914-04-02,Munich,Germany,1910,False
581,1911,Literature,The Nobel Prize in Literature 1911,"""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",1/1,Individual,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,1862-08-29,Ghent,Belgium,Male,UNKOWN,UNKOWN,UNKOWN,1949-05-06,Nice,France,1910,False
582,1912,Literature,The Nobel Prize in Literature 1912,"""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art""",1/1,Individual,Gerhart Johann Robert Hauptmann,1862-11-15,Bad Salzbrunn,Prussia (Germany),Male,UNKOWN,UNKOWN,UNKOWN,1946-06-06,Agnetendorf (Jagniatków),Germany (Poland),1910,False
583,1913,Literature,The Nobel Prize in Literature 1913,"""because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West""",1/1,Individual,Rabindranath Tagore,1861-05-07,Calcutta,India,Male,UNKOWN,UNKOWN,UNKOWN,1941-08-07,Calcutta,India,1910,False
584,1915,Literature,The Nobel Prize in Literature 1915,"""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""",1/1,Individual,Romain Rolland,1866-01-29,Clamecy,France,Male,UNKOWN,UNKOWN,UNKOWN,1944-12-30,Vézelay,France,1910,False
585,1916,Literature,The Nobel Prize in Literature 1916,"""in recognition of his significance as the leading representative of a new era in our literature""",1/1,Individual,Carl Gustaf Verner von Heidenstam,1859-07-06,Olshammar,Sweden,Male,UNKOWN,UNKOWN,UNKOWN,1940-05-20,Övralid,Sweden,1910,False
586,1917,Literature,The Nobel Prize in Literature 1917,"""for his varied and rich poetry, which is inspired by lofty ideals""",1/2,Individual,Karl Adolph Gjellerup,1857-06-02,Roholte,Denmark,Male,UNKOWN,UNKOWN,UNKOWN,1919-10-11,Klotzsche,Germany,1910,False
587,1917,Literature,The Nobel Prize in Literature 1917,"""for his authentic descriptions of present-day life in Denmark""",1/2,Individual,Henrik Pontoppidan,1857-07-24,Fredericia,Denmark,Male,UNKOWN,UNKOWN,UNKOWN,1943-08-21,Ordrup,Denmark,1910,False
588,1919,Literature,The Nobel Prize in Literature 1919,"""in special appreciation of his epic, <I>Olympian Spring</I>""",1/1,Individual,Carl Friedrich Georg Spitteler,1845-04-24,Liestal,Switzerland,Male,UNKOWN,UNKOWN,UNKOWN,1924-12-29,Lucerne,Switzerland,1910,False
589,1920,Literature,The Nobel Prize in Literature 1920,"""for his monumental work, <I>Growth of the Soil</I>""",1/1,Individual,Knut Pedersen Hamsun,1859-08-04,Lom,Norway,Male,UNKOWN,UNKOWN,UNKOWN,1952-02-19,Grimstad,Norway,1920,False
590,1921,Literature,The Nobel Prize in Literature 1921,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",1/1,Individual,Anatole France,1844-04-16,Paris,France,Male,UNKOWN,UNKOWN,UNKOWN,1924-10-12,Saint-Cyr-sur-Loire,France,1920,False
592,1922,Literature,The Nobel Prize in Literature 1922,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",1/1,Individual,Jacinto Benavente,1866-08-12,Madrid,Spain,Male,UNKOWN,UNKOWN,UNKOWN,1954-07-14,Madrid,Spain,1920,False
593,1923,Literature,The Nobel Prize in Literature 1923,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",1/1,Individual,William Butler Yeats,1865-06-13,Dublin,Ireland,Male,UNKOWN,UNKOWN,UNKOWN,1939-01-28,Roquebrune-Cap-Martin,France,1920,False
594,1924,Literature,The Nobel Prize in Literature 1924,"""for his great national epic, <I>The Peasants</I>""",1/1,Individual,Wladyslaw Stanislaw Reymont,1867-05-07,Kobiele Wielkie,Russian Empire (Poland),Male,UNKOWN,UNKOWN,UNKOWN,1925-12-05,Warsaw,Poland,1920,False
596,1925,Literature,The Nobel Prize in Literature 1925,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",1/1,Individual,George Bernard Shaw,1856-07-26,Dublin,Ireland,Male,UNKOWN,UNKOWN,UNKOWN,1950-11-02,Ayot St. Lawrence,United Kingdom,1920,False
597,1926,Literature,The Nobel Prize in Literature 1926,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1/1,Individual,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,Female,UNKOWN,UNKOWN,UNKOWN,1936-08-15,Rome,Italy,1920,True
600,1927,Literature,The Nobel Prize in Literature 1927,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1/1,Individual,Henri Bergson,1859-10-18,Paris,France,Male,UNKOWN,UNKOWN,UNKOWN,1941-01-04,Paris,France,1920,False
601,1928,Literature,The Nobel Prize in Literature 1928,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1/1,Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,Female,UNKOWN,UNKOWN,UNKOWN,1949-06-10,Lillehammer,Norway,1920,True
602,1929,Literature,The Nobel Prize in Literature 1929,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",1/1,Individual,Thomas Mann,1875-06-06,Lübeck,Germany,Male,UNKOWN,UNKOWN,UNKOWN,1955-08-12,Zurich,Switzerland,1920,False
603,1930,Literature,The Nobel Prize in Literature 1930,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",1/1,Individual,Sinclair Lewis,1885-02-07,"Sauk Centre, MN",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1951-01-10,Rome,Italy,1930,False
604,1931,Literature,The Nobel Prize in Literature 1931,"""The poetry of Erik Axel Karlfeldt""",1/1,Individual,Erik Axel Karlfeldt,1864-07-20,Karlbo,Sweden,Male,UNKOWN,UNKOWN,UNKOWN,1931-04-08,Stockholm,Sweden,1930,False
605,1932,Literature,The Nobel Prize in Literature 1932,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",1/1,Individual,John Galsworthy,1867-08-14,Kingston Hill,United Kingdom,Male,UNKOWN,UNKOWN,UNKOWN,1933-01-31,London,United Kingdom,1930,False
606,1933,Literature,The Nobel Prize in Literature 1933,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",1/1,Individual,Ivan Alekseyevich Bunin,1870-10-22,Voronezh,Russia,Male,UNKOWN,UNKOWN,UNKOWN,1953-11-08,Paris,France,1930,False
607,1934,Literature,The Nobel Prize in Literature 1934,"""for his bold and ingenious revival of dramatic and scenic art""",1/1,Individual,Luigi Pirandello,1867-06-28,"Agrigento, Sicily",Italy,Male,UNKOWN,UNKOWN,UNKOWN,1936-12-10,Rome,Italy,1930,False
608,1936,Literature,The Nobel Prize in Literature 1936,"""for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy""",1/1,Individual,Eugene Gladstone O'Neill,1888-10-16,"New York, NY",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1953-11-27,"Boston, MA",United States of America,1930,False
609,1937,Literature,The Nobel Prize in Literature 1937,"""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>""",1/1,Individual,Roger Martin du Gard,1881-03-23,Neuilly-sur-Seine,France,Male,UNKOWN,UNKOWN,UNKOWN,1958-08-22,Bellême,France,1930,False
610,1938,Literature,The Nobel Prize in Literature 1938,"""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""",1/1,Individual,Pearl Buck,1892-06-26,"Hillsboro, WV",United States of America,Female,UNKOWN,UNKOWN,UNKOWN,1973-03-06,"Danby, VT",United States of America,1930,True
613,1939,Literature,The Nobel Prize in Literature 1939,"""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""",1/1,Individual,Frans Eemil Sillanpää,1888-09-16,Hämeenkyrö,Russian Empire (Finland),Male,UNKOWN,UNKOWN,UNKOWN,1964-06-03,Helsinki,Finland,1930,False
614,1944,Literature,The Nobel Prize in Literature 1944,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style""",1/1,Individual,Johannes Vilhelm Jensen,1873-01-20,Farsø,Denmark,Male,UNKOWN,UNKOWN,UNKOWN,1950-11-25,Copenhagen,Denmark,1940,False
615,1945,Literature,The Nobel Prize in Literature 1945,"""for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world""",1/1,Individual,Gabriela Mistral,1889-04-07,Vicuña,Chile,Female,UNKOWN,UNKOWN,UNKOWN,1957-01-10,"Hempstead, NY",United States of America,1940,True
617,1946,Literature,The Nobel Prize in Literature 1946,"""for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style""",1/1,Individual,Hermann Hesse,1877-07-02,Calw,Germany,Male,UNKOWN,UNKOWN,UNKOWN,1962-08-09,Montagnola,Switzerland,1940,False
618,1947,Literature,The Nobel Prize in Literature 1947,"""for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",1/1,Individual,André Paul Guillaume Gide,1869-11-22,Paris,France,Male,UNKOWN,UNKOWN,UNKOWN,1951-02-19,Paris,France,1940,False
619,1948,Literature,The Nobel Prize in Literature 1948,"""for his outstanding, pioneer contribution to present-day poetry""",1/1,Individual,Thomas Stearns Eliot,1888-09-26,"St. Louis, MO",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1965-01-04,London,United Kingdom,1940,False
